"STATISTIC","Statistic","TLIST(A1)","Year","C02039V02469","Type of Crop","UNIT","VALUE"
"AQA04C2","Crop Yield per Hectare","2017","2017","03","Oilseed rape","Tonnes","4.1"
"AQA04C2","Crop Yield per Hectare","2017","2017","04","Potatoes","Tonnes","44.9"
"AQA04C2","Crop Yield per Hectare","2018","2018","01","Total wheat, oats and barley","Tonnes","7.1"
"AQA04C2","Crop Yield per Hectare","2018","2018","011","Total wheat","Tonnes","8.7"
"AQA04C2","Crop Yield per Hectare","2018","2018","0111","Winter wheat","Tonnes","8.9"
"AQA04C2","Crop Yield per Hectare","2018","2018","0112","Spring wheat","Tonnes","6.2"
"AQA04C2","Crop Yield per Hectare","2018","2018","012","Total oats","Tonnes","6.9"
"AQA04C2","Crop Yield per Hectare","2018","2018","0121","Winter oats","Tonnes","7.9"
"AQA04C2","Crop Yield per Hectare","2018","2018","0122","Spring oats","Tonnes","5.6"
"AQA04C2","Crop Yield per Hectare","2018","2018","013","Total barley","Tonnes","6.6"
"AQA04C2","Crop Yield per Hectare","2018","2018","0131","Winter barley","Tonnes","8.8"
"AQA04C2","Crop Yield per Hectare","2018","2018","0132","Spring barley","Tonnes","5.6"
"AQA04C2","Crop Yield per Hectare","2018","2018","02","Beans and peas","Tonnes","2.7"
"AQA04C2","Crop Yield per Hectare","2018","2018","03","Oilseed rape","Tonnes","3.9"
"AQA04C2","Crop Yield per Hectare","2018","2018","04","Potatoes","Tonnes","33.2"
"AQA04C2","Crop Yield per Hectare","2019","2019","01","Total wheat, oats and barley","Tonnes","9"
"AQA04C2","Crop Yield per Hectare","2019","2019","011","Total wheat","Tonnes","10"
"AQA04C2","Crop Yield per Hectare","2019","2019","0111","Winter wheat","Tonnes","10.1"
"AQA04C2","Crop Yield per Hectare","2019","2019","0112","Spring wheat","Tonnes","8.3"
"AQA04C2","Crop Yield per Hectare","2019","2019","012","Total oats","Tonnes","8.5"
"AQA04C2","Crop Yield per Hectare","2019","2019","0121","Winter oats","Tonnes","8.9"
"AQA04C2","Crop Yield per Hectare","2019","2019","0122","Spring oats","Tonnes","7.7"
"AQA04C2","Crop Yield per Hectare","2019","2019","013","Total barley","Tonnes","8.7"
"AQA04C2","Crop Yield per Hectare","2019","2019","0131","Winter barley","Tonnes","9.4"
"AQA04C2","Crop Yield per Hectare","2019","2019","0132","Spring barley","Tonnes","8"
"AQA04C2","Crop Yield per Hectare","2019","2019","02","Beans and peas","Tonnes","5.4"
"AQA04C2","Crop Yield per Hectare","2019","2019","03","Oilseed rape","Tonnes","4.2"
"AQA04C2","Crop Yield per Hectare","2019","2019","04","Potatoes","Tonnes","44.1"
"AQA04C2","Crop Yield per Hectare","2020","2020","01","Total wheat, oats and barley","Tonnes","7.6"
"AQA04C2","Crop Yield per Hectare","2020","2020","011","Total wheat","Tonnes","8.4"
"AQA04C2","Crop Yield per Hectare","2020","2020","0111","Winter wheat","Tonnes","8.7"
"AQA04C2","Crop Yield per Hectare","2020","2020","0112","Spring wheat","Tonnes","7.4"
"AQA04C2","Crop Yield per Hectare","2020","2020","012","Total oats","Tonnes","7.5"
"AQA04C2","Crop Yield per Hectare","2020","2020","0121","Winter oats","Tonnes","8.2"
"AQA04C2","Crop Yield per Hectare","2020","2020","0122","Spring oats","Tonnes","7.1"
"AQA04C2","Crop Yield per Hectare","2020","2020","013","Total barley","Tonnes","7.4"
"AQA04C2","Crop Yield per Hectare","2020","2020","0131","Winter barley","Tonnes","8.3"
"AQA04C2","Crop Yield per Hectare","2020","2020","0132","Spring barley","Tonnes","7.1"
"AQA04C2","Crop Yield per Hectare","2020","2020","02","Beans and peas","Tonnes","4.8"
"AQA04C2","Crop Yield per Hectare","2020","2020","03","Oilseed rape","Tonnes","4.4"
"AQA04C2","Crop Yield per Hectare","2020","2020","04","Potatoes","Tonnes","33.8"
"AQA04C2","Crop Yield per Hectare","2021","2021","01","Total wheat, oats and barley","Tonnes","8.9"
"AQA04C2","Crop Yield per Hectare","2021","2021","011","Total wheat","Tonnes","10.6"
"AQA04C2","Crop Yield per Hectare","2021","2021","0111","Winter wheat","Tonnes","10.8"
"AQA04C2","Crop Yield per Hectare","2021","2021","0112","Spring wheat","Tonnes","8.7"
"AQA04C2","Crop Yield per Hectare","2021","2021","012","Total oats","Tonnes","8.4"
"AQA04C2","Crop Yield per Hectare","2021","2021","0121","Winter oats","Tonnes","9.1"
"AQA04C2","Crop Yield per Hectare","2021","2021","0122","Spring oats","Tonnes","7.7"
"AQA04C2","Crop Yield per Hectare","2021","2021","013","Total barley","Tonnes","8.5"
"AQA04C2","Crop Yield per Hectare","2021","2021","0131","Winter barley","Tonnes","9.5"
"AQA04C2","Crop Yield per Hectare","2021","2021","0132","Spring barley","Tonnes","7.9"
"AQA04C2","Crop Yield per Hectare","2021","2021","02","Beans and peas","Tonnes","5.6"
"AQA04C2","Crop Yield per Hectare","2021","2021","03","Oilseed rape","Tonnes","4.6"
"AQA04C2","Crop Yield per Hectare","2021","2021","04","Potatoes","Tonnes","45.6"
"AQA04C3","Crop Production","2008","2008","01","Total wheat, oats and barley","000 Tonnes","2461.3"
"AQA04C3","Crop Production","2008","2008","011","Total wheat","000 Tonnes","992.8"
"AQA04C3","Crop Production","2008","2008","0111","Winter wheat","000 Tonnes","839.9"
"AQA04C3","Crop Production","2008","2008","0112","Spring wheat","000 Tonnes","153"
"AQA04C3","Crop Production","2008","2008","012","Total oats","000 Tonnes","174.3"
"AQA04C3","Crop Production","2008","2008","0121","Winter oats","000 Tonnes","147.9"
"AQA04C3","Crop Production","2008","2008","0122","Spring oats","000 Tonnes","26.4"
"AQA04C3","Crop Production","2008","2008","013","Total barley","000 Tonnes","1294.1"
"AQA04C3","Crop Production","2008","2008","0131","Winter barley","000 Tonnes","181.8"
"AQA04C3","Crop Production","2008","2008","0132","Spring barley","000 Tonnes","1112.4"
"AQA04C3","Crop Production","2008","2008","02","Beans and peas","000 Tonnes","11.1"
"AQA04C3","Crop Production","2008","2008","03","Oilseed rape","000 Tonnes","20.3"
"AQA04C3","Crop Production","2008","2008","04","Potatoes","000 Tonnes","344.9"
"AQA04C3","Crop Production","2009","2009","01","Total wheat, oats and barley","000 Tonnes","2063"
"AQA04C3","Crop Production","2009","2009","011","Total wheat","000 Tonnes","690.1"
"AQA04C3","Crop Production","2009","2009","0111","Winter wheat","000 Tonnes","552.7"
"AQA04C3","Crop Production","2009","2009","0112","Spring wheat","000 Tonnes","137.4"
"AQA04C3","Crop Production","2009","2009","012","Total oats","000 Tonnes","145.7"
"AQA04C3","Crop Production","2009","2009","0121","Winter oats","000 Tonnes","71.3"
"AQA04C3","Crop Production","2009","2009","0122","Spring oats","000 Tonnes","74.4"
"AQA04C3","Crop Production","2009","2009","013","Total barley","000 Tonnes","1227.3"
"AQA04C3","Crop Production","2009","2009","0131","Winter barley","000 Tonnes","164.2"
"AQA04C3","Crop Production","2009","2009","0132","Spring barley","000 Tonnes","1063.1"
"AQA04C3","Crop Production","2009","2009","02","Beans and peas","000 Tonnes","22.2"
"AQA04C3","Crop Production","2009","2009","03","Oilseed rape","000 Tonnes","23.7"
"AQA04C3","Crop Production","2009","2009","04","Potatoes","000 Tonnes","336.1"
"AQA04C3","Crop Production","2010","2010","01","Total wheat, oats and barley","000 Tonnes","2040.3"
"AQA04C3","Crop Production","2010","2010","011","Total wheat","000 Tonnes","669.2"
"AQA04C3","Crop Production","2010","2010","0111","Winter wheat","000 Tonnes","532"
"AQA04C3","Crop Production","2010","2010","0112","Spring wheat","000 Tonnes","137.2"
"AQA04C3","Crop Production","2010","2010","012","Total oats","000 Tonnes","148.1"
"AQA04C3","Crop Production","2010","2010","0121","Winter oats","000 Tonnes","80.5"
"AQA04C3","Crop Production","2010","2010","0122","Spring oats","000 Tonnes","67.6"
"AQA04C3","Crop Production","2010","2010","013","Total barley","000 Tonnes","1223.1"
"AQA04C3","Crop Production","2010","2010","0131","Winter barley","000 Tonnes","245.1"
"AQA04C3","Crop Production","2010","2010","0132","Spring barley","000 Tonnes","977.9"
"AQA04C3","Crop Production","2010","2010","02","Beans and peas","000 Tonnes","25"
"AQA04C3","Crop Production","2010","2010","03","Oilseed rape","000 Tonnes","28.1"
"AQA04C3","Crop Production","2010","2010","04","Potatoes","000 Tonnes","419.6"
"AQA04C3","Crop Production","2011","2011","01","Total wheat, oats and barley","000 Tonnes","2509.4"
"AQA04C3","Crop Production","2011","2011","011","Total wheat","000 Tonnes","929.2"
"AQA04C3","Crop Production","2011","2011","0111","Winter wheat","000 Tonnes","792.9"
"AQA04C3","Crop Production","2011","2011","0112","Spring wheat","000 Tonnes","136.4"
"AQA04C3","Crop Production","2011","2011","012","Total oats","000 Tonnes","168.1"
"AQA04C3","Crop Production","2011","2011","0121","Winter oats","000 Tonnes","70.5"
"AQA04C3","Crop Production","2011","2011","0122","Spring oats","000 Tonnes","97.6"
"AQA04C3","Crop Production","2011","2011","013","Total barley","000 Tonnes","1412"
"AQA04C3","Crop Production","2011","2011","0131","Winter barley","000 Tonnes","326.3"
"AQA04C3","Crop Production","2011","2011","0132","Spring barley","000 Tonnes","1085.8"
"AQA04C3","Crop Production","2011","2011","02","Beans and peas","000 Tonnes","16.5"
"AQA04C3","Crop Production","2011","2011","03","Oilseed rape","000 Tonnes","55.9"
"AQA04C3","Crop Production","2011","2011","04","Potatoes","000 Tonnes","356.1"
"AQA04C3","Crop Production","2012","2012","01","Total wheat, oats and barley","000 Tonnes","2125.1"
"AQA04C3","Crop Production","2012","2012","011","Total wheat","000 Tonnes","707.9"
"AQA04C3","Crop Production","2012","2012","0111","Winter wheat","000 Tonnes","625.7"
"AQA04C3","Crop Production","2012","2012","0112","Spring wheat","000 Tonnes","82.2"
"AQA04C3","Crop Production","2012","2012","012","Total oats","000 Tonnes","156.5"
"AQA04C3","Crop Production","2012","2012","0121","Winter oats","000 Tonnes","68.2"
"AQA04C3","Crop Production","2012","2012","0122","Spring oats","000 Tonnes","88.4"
"AQA04C3","Crop Production","2012","2012","013","Total barley","000 Tonnes","1260.7"
"AQA04C3","Crop Production","2012","2012","0131","Winter barley","000 Tonnes","319.8"
"AQA04C3","Crop Production","2012","2012","0132","Spring barley","000 Tonnes","940.9"
"AQA04C3","Crop Production","2012","2012","02","Beans and peas","000 Tonnes","19.7"
"AQA04C3","Crop Production","2012","2012","03","Oilseed rape","000 Tonnes","58.7"
"AQA04C3","Crop Production","2012","2012","04","Potatoes","000 Tonnes","232"
"AQA04C3","Crop Production","2013","2013","01","Total wheat, oats and barley","000 Tonnes","2400.6"
"AQA04C3","Crop Production","2013","2013","011","Total wheat","000 Tonnes","545.3"
"AQA04C3","Crop Production","2013","2013","0111","Winter wheat","000 Tonnes","422.1"
"AQA04C3","Crop Production","2013","2013","0112","Spring wheat","000 Tonnes","123.3"
"AQA04C3","Crop Production","2013","2013","012","Total oats","000 Tonnes","192.5"
"AQA04C3","Crop Production","2013","2013","0121","Winter oats","000 Tonnes","43.4"
"AQA04C3","Crop Production","2013","2013","0122","Spring oats","000 Tonnes","149.1"
"AQA04C3","Crop Production","2013","2013","013","Total barley","000 Tonnes","1662.8"
"AQA04C3","Crop Production","2013","2013","0131","Winter barley","000 Tonnes","341.8"
"AQA04C3","Crop Production","2013","2013","0132","Spring barley","000 Tonnes","1320.9"
"AQA04C3","Crop Production","2013","2013","02","Beans and peas","000 Tonnes","23.3"
"AQA04C3","Crop Production","2013","2013","03","Oilseed rape","000 Tonnes","49.2"
"AQA04C3","Crop Production","2013","2013","04","Potatoes","000 Tonnes","410.1"
"AQA04C3","Crop Production","2014","2014","01","Total wheat, oats and barley","000 Tonnes","2597.8"
"AQA04C3","Crop Production","2014","2014","011","Total wheat","000 Tonnes","717"
"AQA04C3","Crop Production","2014","2014","0111","Winter wheat","000 Tonnes","663.4"
"AQA04C3","Crop Production","2014","2014","0112","Spring wheat","000 Tonnes","53.6"
"AQA04C3","Crop Production","2014","2014","012","Total oats","000 Tonnes","149.7"
"AQA04C3","Crop Production","2014","2014","0121","Winter oats","000 Tonnes","87.8"
"AQA04C3","Crop Production","2014","2014","0122","Spring oats","000 Tonnes","61.9"
"AQA04C3","Crop Production","2014","2014","013","Total barley","000 Tonnes","1731.2"
"AQA04C3","Crop Production","2014","2014","0131","Winter barley","000 Tonnes","558.7"
"AQA04C3","Crop Production","2014","2014","0132","Spring barley","000 Tonnes","1172.5"
"AQA04C3","Crop Production","2014","2014","02","Beans and peas","000 Tonnes","20.3"
"AQA04C3","Crop Production","2014","2014","03","Oilseed rape","000 Tonnes","34.2"
"AQA04C3","Crop Production","2014","2014","04","Potatoes","000 Tonnes","383"
"AQA04C3","Crop Production","2015","2015","01","Total wheat, oats and barley","000 Tonnes","2633.6"
"AQA04C3","Crop Production","2015","2015","011","Total wheat","000 Tonnes","696.6"
"AQA04C3","Crop Production","2015","2015","0111","Winter wheat","000 Tonnes","610.1"
"AQA04C3","Crop Production","2015","2015","0112","Spring wheat","000 Tonnes","86.5"
"AQA04C3","Crop Production","2015","2015","012","Total oats","000 Tonnes","197.7"
"AQA04C3","Crop Production","2015","2015","0121","Winter oats","000 Tonnes","104.7"
"AQA04C3","Crop Production","2015","2015","0122","Spring oats","000 Tonnes","93"
"AQA04C3","Crop Production","2015","2015","013","Total barley","000 Tonnes","1739.2"
"AQA04C3","Crop Production","2015","2015","0131","Winter barley","000 Tonnes","711.9"
"AQA04C3","Crop Production","2015","2015","0132","Spring barley","000 Tonnes","1027.4"
"AQA04C3","Crop Production","2015","2015","02","Beans and peas","000 Tonnes","69.3"
"AQA04C3","Crop Production","2015","2015","03","Oilseed rape","000 Tonnes","39.9"
"AQA04C3","Crop Production","2015","2015","04","Potatoes","000 Tonnes","360.1"
"AQA04C3","Crop Production","2016","2016","01","Total wheat, oats and barley","000 Tonnes","2310.9"
"AQA04C3","Crop Production","2016","2016","011","Total wheat","000 Tonnes","647.7"
"AQA04C3","Crop Production","2016","2016","0111","Winter wheat","000 Tonnes","587.5"
"AQA04C3","Crop Production","2016","2016","0112","Spring wheat","000 Tonnes","60.3"
"AQA04C3","Crop Production","2016","2016","012","Total oats","000 Tonnes","183.3"
"AQA04C3","Crop Production","2016","2016","0121","Winter oats","000 Tonnes","110.3"
"AQA04C3","Crop Production","2016","2016","0122","Spring oats","000 Tonnes","73"
"AQA04C3","Crop Production","2016","2016","013","Total barley","000 Tonnes","1479.9"
"AQA04C3","Crop Production","2016","2016","0131","Winter barley","000 Tonnes","644.4"
"AQA04C3","Crop Production","2016","2016","0132","Spring barley","000 Tonnes","835.5"
"AQA04C3","Crop Production","2016","2016","02","Beans and peas","000 Tonnes","70.6"
"AQA04C3","Crop Production","2016","2016","03","Oilseed rape","000 Tonnes","34.1"
"AQA04C3","Crop Production","2016","2016","04","Potatoes","000 Tonnes","352"
"AQA04C3","Crop Production","2017","2017","01","Total wheat, oats and barley","000 Tonnes","2392.6"
"AQA04C3","Crop Production","2017","2017","011","Total wheat","000 Tonnes","681.7"
"AQA04C3","Crop Production","2017","2017","0111","Winter wheat","000 Tonnes","626.6"
"AQA04C3","Crop Production","2017","2017","0112","Spring wheat","000 Tonnes","55.2"
"AQA04C3","Crop Production","2017","2017","012","Total oats","000 Tonnes","205"
"AQA04C3","Crop Production","2017","2017","0121","Winter oats","000 Tonnes","128.7"
"AQA04C3","Crop Production","2017","2017","0122","Spring oats","000 Tonnes","76.4"
"AQA04C3","Crop Production","2017","2017","013","Total barley","000 Tonnes","1505.8"
"AQA04C3","Crop Production","2017","2017","0131","Winter barley","000 Tonnes","592.2"
"AQA04C3","Crop Production","2017","2017","0132","Spring barley","000 Tonnes","913.7"
"AQA04C3","Crop Production","2017","2017","02","Beans and peas","000 Tonnes","90.2"
"AQA04C3","Crop Production","2017","2017","03","Oilseed rape","000 Tonnes","41.7"
"AQA04C3","Crop Production","2017","2017","04","Potatoes","000 Tonnes","412.4"
"AQA04C3","Crop Production","2018","2018","01","Total wheat, oats and barley","000 Tonnes","1853.9"
"AQA04C3","Crop Production","2018","2018","011","Total wheat","000 Tonnes","506.8"
"AQA04C3","Crop Production","2018","2018","0111","Winter wheat","000 Tonnes","484.6"
"AQA04C3","Crop Production","2018","2018","0112","Spring wheat","000 Tonnes","22.2"
"AQA04C3","Crop Production","2018","2018","012","Total oats","000 Tonnes","122.3"
"AQA04C3","Crop Production","2018","2018","0121","Winter oats","000 Tonnes","80.1"
"AQA04C3","Crop Production","2018","2018","0122","Spring oats","000 Tonnes","42.2"
"AQA04C3","Crop Production","2018","2018","013","Total barley","000 Tonnes","1224.9"
"AQA04C3","Crop Production","2018","2018","0131","Winter barley","000 Tonnes","508.8"
"AQA04C3","Crop Production","2018","2018","0132","Spring barley","000 Tonnes","716.1"
"AQA04C3","Crop Production","2018","2018","02","Beans and peas","000 Tonnes","22.7"
"AQA04C3","Crop Production","2018","2018","03","Oilseed rape","000 Tonnes","40.9"
"AQA04C3","Crop Production","2018","2018","04","Potatoes","000 Tonnes","273"
"AQA04C3","Crop Production","2019","2019","01","Total wheat, oats and barley","000 Tonnes","2396.2"
"AQA04C3","Crop Production","2019","2019","011","Total wheat","000 Tonnes","636"
"AQA04C3","Crop Production","2019","2019","0111","Winter wheat","000 Tonnes","604.6"
"AQA04C3","Crop Production","2019","2019","0112","Spring wheat","000 Tonnes","31.4"
"AQA04C3","Crop Production","2019","2019","012","Total oats","000 Tonnes","202.6"
"AQA04C3","Crop Production","2019","2019","0121","Winter oats","000 Tonnes","147.2"
"AQA04C3","Crop Production","2019","2019","0122","Spring oats","000 Tonnes","55.5"
"AQA04C3","Crop Production","2019","2019","013","Total barley","000 Tonnes","1557.6"
"AQA04C3","Crop Production","2019","2019","0131","Winter barley","000 Tonnes","780.8"
"AQA04C3","Crop Production","2019","2019","0132","Spring barley","000 Tonnes","776.7"
"AQA04C3","Crop Production","2019","2019","02","Beans and peas","000 Tonnes","44"
"AQA04C3","Crop Production","2019","2019","03","Oilseed rape","000 Tonnes","38.4"
"AQA04C3","Crop Production","2019","2019","04","Potatoes","000 Tonnes","382.4"
"AQA04C3","Crop Production","2020","2020","01","Total wheat, oats and barley","000 Tonnes","2013.2"
"AQA04C3","Crop Production","2020","2020","011","Total wheat","000 Tonnes","393"
"AQA04C3","Crop Production","2020","2020","0111","Winter wheat","000 Tonnes","307.6"
"AQA04C3","Crop Production","2020","2020","0112","Spring wheat","000 Tonnes","85.4"
"AQA04C3","Crop Production","2020","2020","012","Total oats","000 Tonnes","189.9"
"AQA04C3","Crop Production","2020","2020","0121","Winter oats","000 Tonnes","67.6"
"AQA04C3","Crop Production","2020","2020","0122","Spring oats","000 Tonnes","122.3"
"AQA04C3","Crop Production","2020","2020","013","Total barley","000 Tonnes","1430.3"
"AQA04C3","Crop Production","2020","2020","0131","Winter barley","000 Tonnes","426.3"
"AQA04C3","Crop Production","2020","2020","0132","Spring barley","000 Tonnes","1004"
"AQA04C3","Crop Production","2020","2020","02","Beans and peas","000 Tonnes","65.7"
"AQA04C3","Crop Production","2020","2020","03","Oilseed rape","000 Tonnes","45.1"
"AQA04C3","Crop Production","2020","2020","04","Potatoes","000 Tonnes","300.1"
"AQA04C3","Crop Production","2021","2021","01","Total wheat, oats and barley","000 Tonnes","2457.1"
"AQA04C3","Crop Production","2021","2021","011","Total wheat","000 Tonnes","662.4"
"AQA04C3","Crop Production","2021","2021","0111","Winter wheat","000 Tonnes","609.7"
"AQA04C3","Crop Production","2021","2021","0112","Spring wheat","000 Tonnes","52.7"
"AQA04C3","Crop Production","2021","2021","012","Total oats","000 Tonnes","238.3"
"AQA04C3","Crop Production","2021","2021","0121","Winter oats","000 Tonnes","126.9"
"AQA04C3","Crop Production","2021","2021","0122","Spring oats","000 Tonnes","111.4"
"AQA04C3","Crop Production","2021","2021","013","Total barley","000 Tonnes","1556.4"
"AQA04C3","Crop Production","2021","2021","0131","Winter barley","000 Tonnes","638.8"
"AQA04C3","Crop Production","2021","2021","0132","Spring barley","000 Tonnes","917.6"
"AQA04C3","Crop Production","2021","2021","02","Beans and peas","000 Tonnes","54.4"
"AQA04C3","Crop Production","2021","2021","03","Oilseed rape","000 Tonnes","52.2"
"AQA04C3","Crop Production","2021","2021","04","Potatoes","000 Tonnes","407.5"
