Year,C02039V02469,Area_under_Crops_Hectares,Crop_Yield_per_Hectare_in_Tonnes,crop_production_in_Tonnes,crop__Fodder beet,crop__Kale and field cabbage,crop__Oilseed rape,crop__Potatoes,crop__Spring barley,crop__Spring oats,crop__Spring wheat,crop__Sugar beet,crop__Total barley,crop__Total oats,crop__Total wheat,"crop__Total wheat, oats and barley",crop__Turnips,crop__Winter barley,crop__Winter oats,crop__Winter wheat
1989,112,17.7,6.2,109.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1989,12,22.4,6.0,134.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1989,121,10.1,7.4,74.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1989,122,12.3,4.9,60.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1989,13,236.5,5.6,1325.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1989,131,24.9,6.6,163.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1989,132,211.6,5.5,1162.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1989,2,2.7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,3,4.5,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,4,24.7,22.4,554.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1989,5,8.1,57.6,465.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1989,61,32.1,45.2,1451.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1989,62,7.1,54.9,391.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,7,2.4,39.5,94.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,1,298.5,6.6,1964.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1990,11,70.1,8.5,598.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1990,111,56.5,9.0,506.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1990,112,13.6,6.7,92.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1990,12,21.8,6.6,144.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1990,121,10.6,7.6,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1990,122,11.2,5.6,63.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1990,13,206.6,5.9,1223.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1990,131,28.7,7.7,221.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1990,132,178.0,5.6,1002.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1990,2,3.0,4.9,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,3,5.4,3.6,20.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,4,24.3,24.9,605.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1990,5,7.1,54.8,387.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1990,61,32.3,45.8,1480.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1990,62,8.5,65.0,553.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,7,2.0,49.5,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,1,299.6,6.6,1965.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1991,11,85.7,7.9,673.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1991,111,66.9,8.2,548.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1991,112,18.8,6.7,125.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1991,12,20.6,7.0,143.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1991,121,11.4,7.8,89.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1991,122,9.2,5.9,54.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1991,13,193.4,5.9,1148.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1991,131,33.3,7.9,262.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1991,132,160.1,5.5,886.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1991,2,2.8,4.7,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,3,6.2,3.7,23.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,4,20.5,27.9,571.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1991,5,6.0,52.5,313.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1991,61,33.3,42.3,1409.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1991,62,10.1,68.9,695.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,7,1.4,42.2,60.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,1,295.1,6.8,2018.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1992,11,90.6,7.9,714.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1992,111,73.3,8.0,587.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1992,112,17.3,7.4,127.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1992,12,20.1,6.8,136.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1992,121,11.6,7.4,86.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1992,122,8.4,6.0,50.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1992,13,184.4,6.3,1168.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1992,131,40.3,7.6,306.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1992,132,144.0,6.0,862.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1992,2,2.7,5.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,3,5.9,3.1,18.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,4,22.1,28.9,638.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1992,5,5.5,55.5,306.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1992,61,31.3,44.6,1397.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1992,62,11.0,70.6,780.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,7,1.9,48.8,91.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,1,280.3,5.8,1626.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1993,11,79.2,6.8,539.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1993,111,57.2,6.7,383.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1993,112,22.0,7.1,155.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1993,12,20.2,6.4,129.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1993,121,11.4,7.0,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1993,122,8.8,5.5,49.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1993,13,180.8,5.3,958.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1993,131,39.4,6.1,242.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1993,132,141.4,5.1,716.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1993,2,6.1,4.3,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,3,3.4,2.7,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,4,21.6,26.3,569.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1993,5,5.2,52.3,271.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1993,61,32.2,34.7,1117.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1993,62,10.9,54.9,600.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,7,1.8,43.0,78.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,1,264.7,6.1,1609.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1994,11,74.1,7.7,572.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1994,111,56.2,8.1,458.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1994,112,17.9,6.4,114.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1994,12,20.9,6.1,128.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1994,121,13.3,6.9,92.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1994,122,7.6,4.7,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1994,13,169.7,5.4,910.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1994,131,31.7,6.8,216.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1994,132,138.0,5.0,693.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1994,2,5.6,4.5,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,3,6.4,2.6,17.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,4,21.4,30.1,642.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1994,5,5.6,53.1,296.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1994,61,35.4,39.3,1390.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1994,62,9.8,59.0,579.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,7,1.8,44.5,81.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,1,269.2,6.7,1796.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1995,11,70.7,8.2,583.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1995,111,51.8,8.7,451.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1995,112,18.9,7.0,132.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1995,12,19.9,6.5,129.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1995,121,10.5,7.2,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1995,122,9.4,5.7,54.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1995,13,178.6,6.1,1084.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,131,37.1,6.8,251.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1995,132,141.4,5.9,833.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1995,2,4.8,4.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,3,4.1,3.3,13.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,4,22.4,27.6,618.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1995,5,5.3,54.1,289.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1995,61,35.1,44.1,1547.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1995,62,8.9,66.8,596.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,7,1.5,39.0,57.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,1,288.0,7.4,2142.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1996,11,85.7,9.0,771.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1996,111,67.2,9.4,632.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1996,112,18.5,7.5,138.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1996,12,20.9,7.0,146.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1996,121,12.5,7.6,95.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1996,122,8.4,6.1,51.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1996,13,181.4,6.8,1224.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1996,131,40.9,8.0,327.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1996,132,140.5,6.4,896.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1996,2,4.8,4.5,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,3,3.5,2.9,10.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,4,24.3,30.2,733.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1996,5,5.4,57.8,309.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1996,61,32.3,45.7,1475.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1996,62,9.9,73.7,726.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,7,1.6,40.8,63.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,304.3,6.4,1943.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1997,11,93.9,7.7,724.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1997,111,70.2,8.0,563.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1997,112,23.7,6.8,161.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1997,12,20.6,6.4,131.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1997,121,11.2,7.4,83.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1997,122,9.4,5.2,48.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1997,13,189.8,5.7,1087.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1997,131,41.1,7.0,287.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1997,132,148.6,5.4,799.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,2,4.8,4.0,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,3,4.4,2.7,12.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,4,18.2,25.9,471.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1997,5,5.2,55.0,284.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1997,61,32.3,51.0,1648.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1997,62,9.1,66.2,603.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,1,294.0,6.3,1865.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1998,11,83.8,8.0,673.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,111,65.5,8.1,531.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1998,112,18.4,7.7,141.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1998,12,19.4,6.1,119.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1998,121,12.1,6.6,80.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1998,122,7.3,5.3,38.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1998,13,190.7,5.6,1072.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1998,131,39.0,6.4,249.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1998,132,151.7,5.4,823.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1998,2,6.5,5.0,32.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,3,5.6,2.9,16.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,4,18.5,26.1,482.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1998,5,4.6,45.3,208.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1998,61,32.9,49.8,1640.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1998,62,7.3,64.8,475.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,280.3,7.2,2011.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1999,11,68.1,8.8,597.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1999,111,40.6,9.4,382.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1999,112,27.4,7.8,215.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1999,12,20.2,6.7,136.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1999,121,7.7,7.8,60.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1999,122,12.5,6.1,76.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1999,13,192.0,6.7,1277.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1999,131,26.2,7.6,200.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1999,132,165.8,6.5,1077.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1999,2,4.1,4.5,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,3,2.6,1.9,5.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,4,17.5,32.0,558.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1999,5,4.2,42.0,176.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1999,61,33.8,50.7,1712.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1999,62,7.0,70.4,494.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,277.1,7.8,2173.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2000,11,78.0,9.5,737.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2000,111,58.8,9.9,582.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,112,19.1,8.1,155.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2000,12,16.8,7.5,126.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2000,121,9.6,8.3,79.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2000,122,7.2,6.5,46.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2000,13,182.3,7.2,1309.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2000,131,24.1,8.4,202.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2000,132,158.2,7.0,1107.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2000,2,1.5,5.1,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,3,2.7,3.2,8.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,4,13.5,33.6,454.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,5,2.1,60.0,124.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2000,61,32.2,56.8,1829.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2000,62,5.1,70.3,361.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,1,283.7,7.6,2165.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2001,11,84.9,9.1,769.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2001,111,49.9,9.8,489.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2001,112,35.0,8.0,280.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2001,12,16.8,7.1,118.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2001,121,5.7,8.0,45.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2001,122,11.1,6.6,73.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2001,13,182.0,7.0,1277.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2001,131,19.6,8.0,156.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2001,132,162.4,6.9,1120.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2001,2,1.9,4.7,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,3,2.4,3.0,7.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,4,14.3,33.5,477.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2001,5,1.8,54.4,99.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2001,61,31.1,48.2,1498.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2001,62,4.3,65.5,278.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,1,297.5,6.6,1963.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2002,11,102.7,8.4,867.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,111,80.0,8.8,703.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2002,112,22.7,7.2,163.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2002,12,18.8,7.1,133.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2002,121,11.8,7.8,92.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2002,122,7.0,5.9,41.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2002,13,176.0,5.5,962.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2002,131,23.2,6.6,152.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2002,132,152.8,5.3,810.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2002,2,1.7,4.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,3,2.2,3.1,6.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,4,15.4,33.7,518.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2002,5,1.6,54.4,89.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2002,61,31.3,41.6,1300.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2002,62,4.1,60.9,249.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,1,299.9,7.2,2146.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2003,11,95.7,8.3,794.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2003,111,60.6,8.7,526.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2003,112,35.2,7.6,267.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2003,12,21.0,7.4,155.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2003,121,9.4,8.1,75.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2003,122,11.6,6.8,79.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2003,13,183.1,6.5,1197.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2003,131,19.8,7.7,152.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2003,132,163.3,6.4,1044.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2003,2,2.9,4.8,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,3,2.3,3.1,7.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,4,14.2,34.5,488.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2003,61,31.5,47.7,1505.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2004,1,306.4,8.2,2500.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2004,11,102.7,9.9,1019.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,111,71.5,10.5,750.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,112,31.2,8.6,268.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2004,12,20.0,7.8,155.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2004,121,12.9,8.3,107.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2004,122,7.0,6.8,47.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2004,13,183.7,7.3,1326.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2004,131,20.5,8.2,168.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2004,132,163.2,7.1,1158.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2004,2,2.7,5.4,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,3,2.2,3.0,6.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,4,13.3,41.4,552.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,61,31.1,59.8,1861.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005,1,276.5,7.0,1938.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2005,11,95.2,8.4,802.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005,111,65.0,8.8,572.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2005,112,30.2,7.6,229.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005,12,16.8,6.7,112.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2005,121,8.6,7.3,63.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2005,122,8.2,6.1,49.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005,13,164.4,6.2,1024.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005,131,17.0,7.4,126.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005,132,147.4,6.1,899.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005,2,3.7,5.1,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,3,3.7,3.8,14.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,4,11.8,34.7,409.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,61,31.0,44.5,1380.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2006,1,274.9,7.6,2083.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2006,11,87.5,9.2,801.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2006,111,59.2,9.8,580.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,112,28.3,7.8,221.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,12,20.4,7.0,145.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,121,9.3,8.0,74.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2006,122,11.1,6.4,71.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2006,13,167.0,6.8,1136.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2006,131,15.1,7.9,119.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
