"STATISTIC","Statistic","TLIST(A1)","Year","C02039V02469","Type of Crop","UNIT","VALUE"
"AQA03C3","Crop Yield","1985","1985","0131","Winter barley","000 Tonnes","185"
"AQA03C3","Crop Yield","1985","1985","0132","Spring barley","000 Tonnes","1179"
"AQA03C3","Crop Yield","1985","1985","02","Beans and peas","000 Tonnes","0"
"AQA03C3","Crop Yield","1985","1985","03","Oilseed rape","000 Tonnes","0"
"AQA03C3","Crop Yield","1985","1985","04","Potatoes","000 Tonnes","668"
"AQA03C3","Crop Yield","1985","1985","05","Turnips","000 Tonnes","466"
"AQA03C3","Crop Yield","1985","1985","061","Sugar beet","000 Tonnes","1309"
"AQA03C3","Crop Yield","1985","1985","062","Fodder beet","000 Tonnes","324"
"AQA03C3","Crop Yield","1985","1985","07","Kale and field cabbage","000 Tonnes","162"
"AQA03C3","Crop Yield","1986","1986","01","Total wheat, oats and barley","000 Tonnes","1880"
"AQA03C3","Crop Yield","1986","1986","011","Total wheat","000 Tonnes","412"
"AQA03C3","Crop Yield","1986","1986","0111","Winter wheat","000 Tonnes","317"
"AQA03C3","Crop Yield","1986","1986","0112","Spring wheat","000 Tonnes","95"
"AQA03C3","Crop Yield","1986","1986","012","Total oats","000 Tonnes","124"
"AQA03C3","Crop Yield","1986","1986","0121","Winter oats","000 Tonnes","56"
"AQA03C3","Crop Yield","1986","1986","0122","Spring oats","000 Tonnes","68"
"AQA03C3","Crop Yield","1986","1986","013","Total barley","000 Tonnes","1344"
"AQA03C3","Crop Yield","1986","1986","0131","Winter barley","000 Tonnes","177"
"AQA03C3","Crop Yield","1986","1986","0132","Spring barley","000 Tonnes","1167"
"AQA03C3","Crop Yield","1986","1986","02","Beans and peas","000 Tonnes","0"
"AQA03C3","Crop Yield","1986","1986","03","Oilseed rape","000 Tonnes","0"
"AQA03C3","Crop Yield","1986","1986","04","Potatoes","000 Tonnes","601"
"AQA03C3","Crop Yield","1986","1986","05","Turnips","000 Tonnes","462"
"AQA03C3","Crop Yield","1986","1986","061","Sugar beet","000 Tonnes","1274"
"AQA03C3","Crop Yield","1986","1986","062","Fodder beet","000 Tonnes","325"
"AQA03C3","Crop Yield","1986","1986","07","Kale and field cabbage","000 Tonnes","150"
"AQA03C3","Crop Yield","1987","1987","01","Total wheat, oats and barley","000 Tonnes","2005"
"AQA03C3","Crop Yield","1987","1987","011","Total wheat","000 Tonnes","387"
"AQA03C3","Crop Yield","1987","1987","0111","Winter wheat","000 Tonnes","278"
"AQA03C3","Crop Yield","1987","1987","0112","Spring wheat","000 Tonnes","110"
"AQA03C3","Crop Yield","1987","1987","012","Total oats","000 Tonnes","133"
"AQA03C3","Crop Yield","1987","1987","0121","Winter oats","000 Tonnes","63"
"AQA03C3","Crop Yield","1987","1987","0122","Spring oats","000 Tonnes","70"
"AQA03C3","Crop Yield","1987","1987","013","Total barley","000 Tonnes","1485"
"AQA03C3","Crop Yield","1987","1987","0131","Winter barley","000 Tonnes","211"
"AQA03C3","Crop Yield","1987","1987","0132","Spring barley","000 Tonnes","1274"
"AQA03C3","Crop Yield","1987","1987","02","Beans and peas","000 Tonnes","0"
"AQA03C3","Crop Yield","1987","1987","03","Oilseed rape","000 Tonnes","0"
"AQA03C3","Crop Yield","1987","1987","04","Potatoes","000 Tonnes","671"
"AQA03C3","Crop Yield","1987","1987","05","Turnips","000 Tonnes","505"
"AQA03C3","Crop Yield","1987","1987","061","Sugar beet","000 Tonnes","1623"
"AQA03C3","Crop Yield","1987","1987","062","Fodder beet","000 Tonnes","414"
"AQA03C3","Crop Yield","1987","1987","07","Kale and field cabbage","000 Tonnes","153"
"AQA03C3","Crop Yield","1988","1988","01","Total wheat, oats and barley","000 Tonnes","2077"
"AQA03C3","Crop Yield","1988","1988","011","Total wheat","000 Tonnes","455"
"AQA03C3","Crop Yield","1988","1988","0111","Winter wheat","000 Tonnes","305"
"AQA03C3","Crop Yield","1988","1988","0112","Spring wheat","000 Tonnes","150"
"AQA03C3","Crop Yield","1988","1988","012","Total oats","000 Tonnes","147"
"AQA03C3","Crop Yield","1988","1988","0121","Winter oats","000 Tonnes","74"
"AQA03C3","Crop Yield","1988","1988","0122","Spring oats","000 Tonnes","73"
"AQA03C3","Crop Yield","1988","1988","013","Total barley","000 Tonnes","1475"
"AQA03C3","Crop Yield","1988","1988","0131","Winter barley","000 Tonnes","179"
"AQA03C3","Crop Yield","1988","1988","0132","Spring barley","000 Tonnes","1297"
"AQA03C3","Crop Yield","1988","1988","02","Beans and peas","000 Tonnes","0"
"AQA03C3","Crop Yield","1988","1988","03","Oilseed rape","000 Tonnes","0"
"AQA03C3","Crop Yield","1988","1988","04","Potatoes","000 Tonnes","671"
"AQA03C3","Crop Yield","1988","1988","05","Turnips","000 Tonnes","422"
"AQA03C3","Crop Yield","1988","1988","061","Sugar beet","000 Tonnes","1334"
"AQA03C3","Crop Yield","1988","1988","062","Fodder beet","000 Tonnes","438"
"AQA03C3","Crop Yield","1988","1988","07","Kale and field cabbage","000 Tonnes","98"
"AQA03C3","Crop Yield","1989","1989","01","Total wheat, oats and barley","000 Tonnes","1918"
"AQA03C3","Crop Yield","1989","1989","011","Total wheat","000 Tonnes","459"
"AQA03C3","Crop Yield","1989","1989","0111","Winter wheat","000 Tonnes","350"
"AQA03C3","Crop Yield","1989","1989","0112","Spring wheat","000 Tonnes","109"
"AQA03C3","Crop Yield","1989","1989","012","Total oats","000 Tonnes","134"
"AQA03C3","Crop Yield","1989","1989","0121","Winter oats","000 Tonnes","74"
"AQA03C3","Crop Yield","1989","1989","0122","Spring oats","000 Tonnes","60"
"AQA03C3","Crop Yield","1989","1989","013","Total barley","000 Tonnes","1325"
"AQA03C3","Crop Yield","1989","1989","0131","Winter barley","000 Tonnes","163"
"AQA03C3","Crop Yield","1989","1989","0132","Spring barley","000 Tonnes","1162"
"AQA03C3","Crop Yield","1989","1989","02","Beans and peas","000 Tonnes","0"
"AQA03C3","Crop Yield","1989","1989","03","Oilseed rape","000 Tonnes","0"
"AQA03C3","Crop Yield","1989","1989","04","Potatoes","000 Tonnes","554"
"AQA03C3","Crop Yield","1989","1989","05","Turnips","000 Tonnes","465"
"AQA03C3","Crop Yield","1989","1989","061","Sugar beet","000 Tonnes","1451"
"AQA03C3","Crop Yield","1989","1989","062","Fodder beet","000 Tonnes","391"
"AQA03C3","Crop Yield","1989","1989","07","Kale and field cabbage","000 Tonnes","94"
"AQA03C3","Crop Yield","1990","1990","01","Total wheat, oats and barley","000 Tonnes","1964"
"AQA03C3","Crop Yield","1990","1990","011","Total wheat","000 Tonnes","598"
"AQA03C3","Crop Yield","1990","1990","0111","Winter wheat","000 Tonnes","506"
"AQA03C3","Crop Yield","1990","1990","0112","Spring wheat","000 Tonnes","92"
"AQA03C3","Crop Yield","1990","1990","012","Total oats","000 Tonnes","144"
"AQA03C3","Crop Yield","1990","1990","0121","Winter oats","000 Tonnes","81"
"AQA03C3","Crop Yield","1990","1990","0122","Spring oats","000 Tonnes","63"
"AQA03C3","Crop Yield","1990","1990","013","Total barley","000 Tonnes","1223"
"AQA03C3","Crop Yield","1990","1990","0131","Winter barley","000 Tonnes","221"
"AQA03C3","Crop Yield","1990","1990","0132","Spring barley","000 Tonnes","1002"
"AQA03C3","Crop Yield","1990","1990","02","Beans and peas","000 Tonnes","15"
"AQA03C3","Crop Yield","1990","1990","03","Oilseed rape","000 Tonnes","20"
"AQA03C3","Crop Yield","1990","1990","04","Potatoes","000 Tonnes","605"
"AQA03C3","Crop Yield","1990","1990","05","Turnips","000 Tonnes","387"
"AQA03C3","Crop Yield","1990","1990","061","Sugar beet","000 Tonnes","1480"
"AQA03C3","Crop Yield","1990","1990","062","Fodder beet","000 Tonnes","553"
"AQA03C3","Crop Yield","1990","1990","07","Kale and field cabbage","000 Tonnes","99"
"AQA03C3","Crop Yield","1991","1991","01","Total wheat, oats and barley","000 Tonnes","1965"
"AQA03C3","Crop Yield","1991","1991","011","Total wheat","000 Tonnes","673.6"
"AQA03C3","Crop Yield","1991","1991","0111","Winter wheat","000 Tonnes","548"
"AQA03C3","Crop Yield","1991","1991","0112","Spring wheat","000 Tonnes","125"
"AQA03C3","Crop Yield","1991","1991","012","Total oats","000 Tonnes","143"
"AQA03C3","Crop Yield","1991","1991","0121","Winter oats","000 Tonnes","89"
"AQA03C3","Crop Yield","1991","1991","0122","Spring oats","000 Tonnes","54"
"AQA03C3","Crop Yield","1991","1991","013","Total barley","000 Tonnes","1148"
"AQA03C3","Crop Yield","1991","1991","0131","Winter barley","000 Tonnes","262"
"AQA03C3","Crop Yield","1991","1991","0132","Spring barley","000 Tonnes","886"
"AQA03C3","Crop Yield","1991","1991","02","Beans and peas","000 Tonnes","13"
"AQA03C3","Crop Yield","1991","1991","03","Oilseed rape","000 Tonnes","23"
"AQA03C3","Crop Yield","1991","1991","04","Potatoes","000 Tonnes","571"
"AQA03C3","Crop Yield","1991","1991","05","Turnips","000 Tonnes","313"
"AQA03C3","Crop Yield","1991","1991","061","Sugar beet","000 Tonnes","1409"
"AQA03C3","Crop Yield","1991","1991","062","Fodder beet","000 Tonnes","695"
"AQA03C3","Crop Yield","1991","1991","07","Kale and field cabbage","000 Tonnes","60"
"AQA03C3","Crop Yield","1992","1992","01","Total wheat, oats and barley","000 Tonnes","2018"
"AQA03C3","Crop Yield","1992","1992","011","Total wheat","000 Tonnes","714"
"AQA03C3","Crop Yield","1992","1992","0111","Winter wheat","000 Tonnes","587"
"AQA03C3","Crop Yield","1992","1992","0112","Spring wheat","000 Tonnes","127"
"AQA03C3","Crop Yield","1992","1992","012","Total oats","000 Tonnes","136"
"AQA03C3","Crop Yield","1992","1992","0121","Winter oats","000 Tonnes","86"
"AQA03C3","Crop Yield","1992","1992","0122","Spring oats","000 Tonnes","50"
"AQA03C3","Crop Yield","1992","1992","013","Total barley","000 Tonnes","1168"
"AQA03C3","Crop Yield","1992","1992","0131","Winter barley","000 Tonnes","306"
"AQA03C3","Crop Yield","1992","1992","0132","Spring barley","000 Tonnes","862"
"AQA03C3","Crop Yield","1992","1992","02","Beans and peas","000 Tonnes","13"
"AQA03C3","Crop Yield","1992","1992","03","Oilseed rape","000 Tonnes","18"
"AQA03C3","Crop Yield","1992","1992","04","Potatoes","000 Tonnes","638"
"AQA03C3","Crop Yield","1992","1992","05","Turnips","000 Tonnes","306"
"AQA03C3","Crop Yield","1992","1992","061","Sugar beet","000 Tonnes","1397"
"AQA03C3","Crop Yield","1992","1992","062","Fodder beet","000 Tonnes","780"
"AQA03C3","Crop Yield","1992","1992","07","Kale and field cabbage","000 Tonnes","91"
"AQA03C3","Crop Yield","1993","1993","01","Total wheat, oats and barley","000 Tonnes","1626"
"AQA03C3","Crop Yield","1993","1993","011","Total wheat","000 Tonnes","539"
"AQA03C3","Crop Yield","1993","1993","0111","Winter wheat","000 Tonnes","383"
"AQA03C3","Crop Yield","1993","1993","0112","Spring wheat","000 Tonnes","155"
"AQA03C3","Crop Yield","1993","1993","012","Total oats","000 Tonnes","129"
"AQA03C3","Crop Yield","1993","1993","0121","Winter oats","000 Tonnes","80"
"AQA03C3","Crop Yield","1993","1993","0122","Spring oats","000 Tonnes","49"
"AQA03C3","Crop Yield","1993","1993","013","Total barley","000 Tonnes","958"
"AQA03C3","Crop Yield","1993","1993","0131","Winter barley","000 Tonnes","242"
"AQA03C3","Crop Yield","1993","1993","0132","Spring barley","000 Tonnes","716"
"AQA03C3","Crop Yield","1993","1993","02","Beans and peas","000 Tonnes","26"
"AQA03C3","Crop Yield","1993","1993","03","Oilseed rape","000 Tonnes","9"
"AQA03C3","Crop Yield","1993","1993","04","Potatoes","000 Tonnes","569"
"AQA03C3","Crop Yield","1993","1993","05","Turnips","000 Tonnes","271"
"AQA03C3","Crop Yield","1993","1993","061","Sugar beet","000 Tonnes","1117"
"AQA03C3","Crop Yield","1993","1993","062","Fodder beet","000 Tonnes","600"
"AQA03C3","Crop Yield","1993","1993","07","Kale and field cabbage","000 Tonnes","78"
"AQA03C3","Crop Yield","1994","1994","01","Total wheat, oats and barley","000 Tonnes","1609"
"AQA03C3","Crop Yield","1994","1994","011","Total wheat","000 Tonnes","572"
"AQA03C3","Crop Yield","1994","1994","0111","Winter wheat","000 Tonnes","458"
"AQA03C3","Crop Yield","1994","1994","0112","Spring wheat","000 Tonnes","114"
"AQA03C3","Crop Yield","1994","1994","012","Total oats","000 Tonnes","128"
"AQA03C3","Crop Yield","1994","1994","0121","Winter oats","000 Tonnes","92"
"AQA03C3","Crop Yield","1994","1994","0122","Spring oats","000 Tonnes","36"
"AQA03C3","Crop Yield","1994","1994","013","Total barley","000 Tonnes","910"
"AQA03C3","Crop Yield","1994","1994","0131","Winter barley","000 Tonnes","216"
"AQA03C3","Crop Yield","1994","1994","0132","Spring barley","000 Tonnes","693"
"AQA03C3","Crop Yield","1994","1994","02","Beans and peas","000 Tonnes","25"
"AQA03C3","Crop Yield","1994","1994","03","Oilseed rape","000 Tonnes","17"
"AQA03C3","Crop Yield","1994","1994","04","Potatoes","000 Tonnes","642"
"AQA03C3","Crop Yield","1994","1994","05","Turnips","000 Tonnes","296"
"AQA03C3","Crop Yield","1994","1994","061","Sugar beet","000 Tonnes","1390"
"AQA03C3","Crop Yield","1994","1994","062","Fodder beet","000 Tonnes","579"
"AQA03C3","Crop Yield","1994","1994","07","Kale and field cabbage","000 Tonnes","81"
"AQA03C3","Crop Yield","1995","1995","01","Total wheat, oats and barley","000 Tonnes","1796"
"AQA03C3","Crop Yield","1995","1995","011","Total wheat","000 Tonnes","583"
"AQA03C3","Crop Yield","1995","1995","0111","Winter wheat","000 Tonnes","451"
"AQA03C3","Crop Yield","1995","1995","0112","Spring wheat","000 Tonnes","132"
"AQA03C3","Crop Yield","1995","1995","012","Total oats","000 Tonnes","129"
"AQA03C3","Crop Yield","1995","1995","0121","Winter oats","000 Tonnes","75"
"AQA03C3","Crop Yield","1995","1995","0122","Spring oats","000 Tonnes","54"
"AQA03C3","Crop Yield","1995","1995","013","Total barley","000 Tonnes","1084"
"AQA03C3","Crop Yield","1995","1995","0131","Winter barley","000 Tonnes","251"
"AQA03C3","Crop Yield","1995","1995","0132","Spring barley","000 Tonnes","833"
"AQA03C3","Crop Yield","1995","1995","02","Beans and peas","000 Tonnes","19"
"AQA03C3","Crop Yield","1995","1995","03","Oilseed rape","000 Tonnes","13"
"AQA03C3","Crop Yield","1995","1995","04","Potatoes","000 Tonnes","618"
"AQA03C3","Crop Yield","1995","1995","05","Turnips","000 Tonnes","289"
"AQA03C3","Crop Yield","1995","1995","061","Sugar beet","000 Tonnes","1547"
"AQA03C3","Crop Yield","1995","1995","062","Fodder beet","000 Tonnes","596"
"AQA03C3","Crop Yield","1995","1995","07","Kale and field cabbage","000 Tonnes","57"
"AQA03C3","Crop Yield","1996","1996","01","Total wheat, oats and barley","000 Tonnes","2142"
"AQA03C3","Crop Yield","1996","1996","011","Total wheat","000 Tonnes","771.2"
"AQA03C3","Crop Yield","1996","1996","0111","Winter wheat","000 Tonnes","632.5"
"AQA03C3","Crop Yield","1996","1996","0112","Spring wheat","000 Tonnes","138.7"
"AQA03C3","Crop Yield","1996","1996","012","Total oats","000 Tonnes","146.1"
"AQA03C3","Crop Yield","1996","1996","0121","Winter oats","000 Tonnes","95.1"
"AQA03C3","Crop Yield","1996","1996","0122","Spring oats","000 Tonnes","51.1"
"AQA03C3","Crop Yield","1996","1996","013","Total barley","000 Tonnes","1224.6"
"AQA03C3","Crop Yield","1996","1996","0131","Winter barley","000 Tonnes","327.9"
"AQA03C3","Crop Yield","1996","1996","0132","Spring barley","000 Tonnes","896.8"
"AQA03C3","Crop Yield","1996","1996","02","Beans and peas","000 Tonnes","21.5"
"AQA03C3","Crop Yield","1996","1996","03","Oilseed rape","000 Tonnes","10.1"
"AQA03C3","Crop Yield","1996","1996","04","Potatoes","000 Tonnes","733.3"
"AQA03C3","Crop Yield","1996","1996","05","Turnips","000 Tonnes","309.8"
"AQA03C3","Crop Yield","1996","1996","061","Sugar beet","000 Tonnes","1475.6"
"AQA03C3","Crop Yield","1996","1996","062","Fodder beet","000 Tonnes","726.3"
"AQA03C3","Crop Yield","1996","1996","07","Kale and field cabbage","000 Tonnes","63.7"
"AQA03C3","Crop Yield","1997","1997","01","Total wheat, oats and barley","000 Tonnes","1943.4"
"AQA03C3","Crop Yield","1997","1997","011","Total wheat","000 Tonnes","724.5"
"AQA03C3","Crop Yield","1997","1997","0111","Winter wheat","000 Tonnes","563.3"
"AQA03C3","Crop Yield","1997","1997","0112","Spring wheat","000 Tonnes","161.2"
"AQA03C3","Crop Yield","1997","1997","012","Total oats","000 Tonnes","131.6"
"AQA03C3","Crop Yield","1997","1997","0121","Winter oats","000 Tonnes","83.4"
"AQA03C3","Crop Yield","1997","1997","0122","Spring oats","000 Tonnes","48.2"
"AQA03C3","Crop Yield","1997","1997","013","Total barley","000 Tonnes","1087.2"
"AQA03C3","Crop Yield","1997","1997","0131","Winter barley","000 Tonnes","287.4"
"AQA03C3","Crop Yield","1997","1997","0132","Spring barley","000 Tonnes","799.8"
"AQA03C3","Crop Yield","1997","1997","02","Beans and peas","000 Tonnes","19.4"
"AQA03C3","Crop Yield","1997","1997","03","Oilseed rape","000 Tonnes","12"
"AQA03C3","Crop Yield","1997","1997","04","Potatoes","000 Tonnes","471.9"
"AQA03C3","Crop Yield","1997","1997","05","Turnips","000 Tonnes","284.7"
"AQA03C3","Crop Yield","1997","1997","061","Sugar beet","000 Tonnes","1648.2"
"AQA03C3","Crop Yield","1997","1997","062","Fodder beet","000 Tonnes","603.5"
"AQA03C3","Crop Yield","1997","1997","07","Kale and field cabbage","000 Tonnes",""
"AQA03C3","Crop Yield","1998","1998","01","Total wheat, oats and barley","000 Tonnes","1865"
"AQA03C3","Crop Yield","1998","1998","011","Total wheat","000 Tonnes","673"
"AQA03C3","Crop Yield","1998","1998","0111","Winter wheat","000 Tonnes","531.9"
"AQA03C3","Crop Yield","1998","1998","0112","Spring wheat","000 Tonnes","141.1"
"AQA03C3","Crop Yield","1998","1998","012","Total oats","000 Tonnes","119.1"
"AQA03C3","Crop Yield","1998","1998","0121","Winter oats","000 Tonnes","80.2"
"AQA03C3","Crop Yield","1998","1998","0122","Spring oats","000 Tonnes","38.9"
"AQA03C3","Crop Yield","1998","1998","013","Total barley","000 Tonnes","1072.9"
"AQA03C3","Crop Yield","1998","1998","0131","Winter barley","000 Tonnes","249.9"
"AQA03C3","Crop Yield","1998","1998","0132","Spring barley","000 Tonnes","823.1"
"AQA03C3","Crop Yield","1998","1998","02","Beans and peas","000 Tonnes","32.4"
"AQA03C3","Crop Yield","1998","1998","03","Oilseed rape","000 Tonnes","16.6"
"AQA03C3","Crop Yield","1998","1998","04","Potatoes","000 Tonnes","482.1"
"AQA03C3","Crop Yield","1998","1998","05","Turnips","000 Tonnes","208.1"
"AQA03C3","Crop Yield","1998","1998","061","Sugar beet","000 Tonnes","1640"
"AQA03C3","Crop Yield","1998","1998","062","Fodder beet","000 Tonnes","475.2"
"AQA03C3","Crop Yield","1998","1998","07","Kale and field cabbage","000 Tonnes",""
"AQA03C3","Crop Yield","1999","1999","01","Total wheat, oats and barley","000 Tonnes","2011.3"
"AQA03C3","Crop Yield","1999","1999","011","Total wheat","000 Tonnes","597.4"
"AQA03C3","Crop Yield","1999","1999","0111","Winter wheat","000 Tonnes","382.1"
"AQA03C3","Crop Yield","1999","1999","0112","Spring wheat","000 Tonnes","215.3"
"AQA03C3","Crop Yield","1999","1999","012","Total oats","000 Tonnes","136.4"
"AQA03C3","Crop Yield","1999","1999","0121","Winter oats","000 Tonnes","60.2"
"AQA03C3","Crop Yield","1999","1999","0122","Spring oats","000 Tonnes","76.2"
"AQA03C3","Crop Yield","1999","1999","013","Total barley","000 Tonnes","1277.5"
"AQA03C3","Crop Yield","1999","1999","0131","Winter barley","000 Tonnes","200.5"
"AQA03C3","Crop Yield","1999","1999","0132","Spring barley","000 Tonnes","1077"
"AQA03C3","Crop Yield","1999","1999","02","Beans and peas","000 Tonnes","18.4"
"AQA03C3","Crop Yield","1999","1999","03","Oilseed rape","000 Tonnes","5.1"
"AQA03C3","Crop Yield","1999","1999","04","Potatoes","000 Tonnes","558.6"
"AQA03C3","Crop Yield","1999","1999","05","Turnips","000 Tonnes","176.6"
"AQA03C3","Crop Yield","1999","1999","061","Sugar beet","000 Tonnes","1712.1"
"AQA03C3","Crop Yield","1999","1999","062","Fodder beet","000 Tonnes","494.8"
"AQA03C3","Crop Yield","1999","1999","07","Kale and field cabbage","000 Tonnes",""
"AQA03C3","Crop Yield","2000","2000","01","Total wheat, oats and barley","000 Tonnes","2173.9"
"AQA03C3","Crop Yield","2000","2000","011","Total wheat","000 Tonnes","737.4"
"AQA03C3","Crop Yield","2000","2000","0111","Winter wheat","000 Tonnes","582.3"
"AQA03C3","Crop Yield","2000","2000","0112","Spring wheat","000 Tonnes","155.1"
"AQA03C3","Crop Yield","2000","2000","012","Total oats","000 Tonnes","126.6"
"AQA03C3","Crop Yield","2000","2000","0121","Winter oats","000 Tonnes","79.8"
"AQA03C3","Crop Yield","2000","2000","0122","Spring oats","000 Tonnes","46.8"
"AQA03C3","Crop Yield","2000","2000","013","Total barley","000 Tonnes","1309.9"
"AQA03C3","Crop Yield","2000","2000","0131","Winter barley","000 Tonnes","202.6"
"AQA03C3","Crop Yield","2000","2000","0132","Spring barley","000 Tonnes","1107.3"
"AQA03C3","Crop Yield","2000","2000","02","Beans and peas","000 Tonnes","7.7"
"AQA03C3","Crop Yield","2000","2000","03","Oilseed rape","000 Tonnes","8.6"
"AQA03C3","Crop Yield","2000","2000","04","Potatoes","000 Tonnes","454.8"
"AQA03C3","Crop Yield","2000","2000","05","Turnips","000 Tonnes","124"
"AQA03C3","Crop Yield","2000","2000","061","Sugar beet","000 Tonnes","1829"
"AQA03C3","Crop Yield","2000","2000","062","Fodder beet","000 Tonnes","361.3"
"AQA03C3","Crop Yield","2000","2000","07","Kale and field cabbage","000 Tonnes",""
"AQA03C3","Crop Yield","2001","2001","01","Total wheat, oats and barley","000 Tonnes","2165.1"
"AQA03C3","Crop Yield","2001","2001","011","Total wheat","000 Tonnes","769.2"
"AQA03C3","Crop Yield","2001","2001","0111","Winter wheat","000 Tonnes","489.2"
"AQA03C3","Crop Yield","2001","2001","0112","Spring wheat","000 Tonnes","280"
"AQA03C3","Crop Yield","2001","2001","012","Total oats","000 Tonnes","118.7"
"AQA03C3","Crop Yield","2001","2001","0121","Winter oats","000 Tonnes","45.2"
"AQA03C3","Crop Yield","2001","2001","0122","Spring oats","000 Tonnes","73.4"
"AQA03C3","Crop Yield","2001","2001","013","Total barley","000 Tonnes","1277.2"
"AQA03C3","Crop Yield","2001","2001","0131","Winter barley","000 Tonnes","156.7"
"AQA03C3","Crop Yield","2001","2001","0132","Spring barley","000 Tonnes","1120.5"
"AQA03C3","Crop Yield","2001","2001","02","Beans and peas","000 Tonnes","8.9"
"AQA03C3","Crop Yield","2001","2001","03","Oilseed rape","000 Tonnes","7.3"
"AQA03C3","Crop Yield","2001","2001","04","Potatoes","000 Tonnes","477.6"
"AQA03C3","Crop Yield","2001","2001","05","Turnips","000 Tonnes","99.9"
"AQA03C3","Crop Yield","2001","2001","061","Sugar beet","000 Tonnes","1498"
"AQA03C3","Crop Yield","2001","2001","062","Fodder beet","000 Tonnes","278.7"
"AQA03C3","Crop Yield","2001","2001","07","Kale and field cabbage","000 Tonnes",""
"AQA03C3","Crop Yield","2002","2002","01","Total wheat, oats and barley","000 Tonnes","1963.6"
"AQA03C3","Crop Yield","2002","2002","011","Total wheat","000 Tonnes","867.2"
"AQA03C3","Crop Yield","2002","2002","0111","Winter wheat","000 Tonnes","703.6"
"AQA03C3","Crop Yield","2002","2002","0112","Spring wheat","000 Tonnes","163.6"
"AQA03C3","Crop Yield","2002","2002","012","Total oats","000 Tonnes","133.6"
"AQA03C3","Crop Yield","2002","2002","0121","Winter oats","000 Tonnes","92.1"
"AQA03C3","Crop Yield","2002","2002","0122","Spring oats","000 Tonnes","41.5"
"AQA03C3","Crop Yield","2002","2002","013","Total barley","000 Tonnes","962.8"
"AQA03C3","Crop Yield","2002","2002","0131","Winter barley","000 Tonnes","152.8"
"AQA03C3","Crop Yield","2002","2002","0132","Spring barley","000 Tonnes","810"
"AQA03C3","Crop Yield","2002","2002","02","Beans and peas","000 Tonnes","7.5"
"AQA03C3","Crop Yield","2002","2002","03","Oilseed rape","000 Tonnes","6.7"
"AQA03C3","Crop Yield","2002","2002","04","Potatoes","000 Tonnes","518.6"
"AQA03C3","Crop Yield","2002","2002","05","Turnips","000 Tonnes","89.7"
"AQA03C3","Crop Yield","2002","2002","061","Sugar beet","000 Tonnes","1300.7"
"AQA03C3","Crop Yield","2002","2002","062","Fodder beet","000 Tonnes","249.5"
"AQA03C3","Crop Yield","2002","2002","07","Kale and field cabbage","000 Tonnes",""
"AQA03C3","Crop Yield","2003","2003","01","Total wheat, oats and barley","000 Tonnes","2146.9"
"AQA03C3","Crop Yield","2003","2003","011","Total wheat","000 Tonnes","794.1"
"AQA03C3","Crop Yield","2003","2003","0111","Winter wheat","000 Tonnes","526.9"
"AQA03C3","Crop Yield","2003","2003","0112","Spring wheat","000 Tonnes","267.2"
"AQA03C3","Crop Yield","2003","2003","012","Total oats","000 Tonnes","155.1"
"AQA03C3","Crop Yield","2003","2003","0121","Winter oats","000 Tonnes","75.9"
"AQA03C3","Crop Yield","2003","2003","0122","Spring oats","000 Tonnes","79.2"
"AQA03C3","Crop Yield","2003","2003","013","Total barley","000 Tonnes","1197.7"
"AQA03C3","Crop Yield","2003","2003","0131","Winter barley","000 Tonnes","152.8"
"AQA03C3","Crop Yield","2003","2003","0132","Spring barley","000 Tonnes","1044.9"
"AQA03C3","Crop Yield","2003","2003","02","Beans and peas","000 Tonnes","13.7"
"AQA03C3","Crop Yield","2003","2003","03","Oilseed rape","000 Tonnes","7.2"
"AQA03C3","Crop Yield","2003","2003","04","Potatoes","000 Tonnes","488.2"
"AQA03C3","Crop Yield","2003","2003","05","Turnips","000 Tonnes",""
"AQA03C3","Crop Yield","2003","2003","061","Sugar beet","000 Tonnes","1505.2"
"AQA03C3","Crop Yield","2003","2003","062","Fodder beet","000 Tonnes",""
"AQA03C3","Crop Yield","2003","2003","07","Kale and field cabbage","000 Tonnes",""
"AQA03C3","Crop Yield","2004","2004","01","Total wheat, oats and barley","000 Tonnes","2500.9"
"AQA03C3","Crop Yield","2004","2004","011","Total wheat","000 Tonnes","1019.2"
"AQA03C3","Crop Yield","2004","2004","0111","Winter wheat","000 Tonnes","750.6"
"AQA03C3","Crop Yield","2004","2004","0112","Spring wheat","000 Tonnes","268.6"
"AQA03C3","Crop Yield","2004","2004","012","Total oats","000 Tonnes","155.2"
"AQA03C3","Crop Yield","2004","2004","0121","Winter oats","000 Tonnes","107.3"
"AQA03C3","Crop Yield","2004","2004","0122","Spring oats","000 Tonnes","47.9"
"AQA03C3","Crop Yield","2004","2004","013","Total barley","000 Tonnes","1326.6"
"AQA03C3","Crop Yield","2004","2004","0131","Winter barley","000 Tonnes","168.2"
"AQA03C3","Crop Yield","2004","2004","0132","Spring barley","000 Tonnes","1158.5"
"AQA03C3","Crop Yield","2004","2004","02","Beans and peas","000 Tonnes","14.4"
"AQA03C3","Crop Yield","2004","2004","03","Oilseed rape","000 Tonnes","6.7"
"AQA03C3","Crop Yield","2004","2004","04","Potatoes","000 Tonnes","552.2"
"AQA03C3","Crop Yield","2004","2004","05","Turnips","000 Tonnes",""
"AQA03C3","Crop Yield","2004","2004","061","Sugar beet","000 Tonnes","1861.4"
"AQA03C3","Crop Yield","2004","2004","062","Fodder beet","000 Tonnes",""
